,Volatility_30,cash_and_cash_equivalents,net_debt,total_assets,total_liabilities_net_minority_interest,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_flow,investments_in_property_plant_and_equipment,purchase_of_investment,sale_of_investment,10Y Treasury Yield,CPI,BAA Corporate Bond Spread
2022-09-23,0.02122150236224739,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.69,296.421,2.09
2022-09-24,0.02122150236224739,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.69,296.421,2.09
2022-09-25,0.02122150236224739,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.69,296.421,2.09
2022-09-26,0.020924497996699473,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.88,296.421,2.01
2022-09-27,0.020903831882757174,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.97,296.421,2.08
2022-09-28,0.02177983253749236,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.72,296.421,2.25
2022-09-29,0.022474222853433257,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.76,296.421,2.27
2022-09-30,0.02246360114878168,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.83,296.421,2.24
2022-10-01,0.02246360114878168,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.83,297.979,2.24
2022-10-02,0.02246360114878168,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.83,297.979,2.24
2022-10-03,0.022727608564971843,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.67,297.979,2.29
2022-10-04,0.027260042746028015,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.62,297.979,2.27
2022-10-05,0.027259309116213656,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.76,297.979,2.22
2022-10-06,0.027200878062605828,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.83,297.979,2.16
2022-10-07,0.02772472147850937,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.89,297.979,2.17
2022-10-08,0.02772472147850937,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.89,297.979,2.17
2022-10-09,0.02772472147850937,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.89,297.979,2.17
2022-10-10,0.02640110330295955,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.89,297.979,2.17
2022-10-11,0.026522290414723343,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.93,297.979,2.23
2022-10-12,0.02657121995771757,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.91,297.979,2.27
2022-10-13,0.02712217107879935,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.97,297.979,2.28
2022-10-14,0.027438061409386757,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.0,297.979,2.28
2022-10-15,0.027438061409386757,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.0,297.979,2.28
2022-10-16,0.027438061409386757,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.0,297.979,2.28
2022-10-17,0.027625307783323193,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.02,297.979,2.28
2022-10-18,0.02806565224304592,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.01,297.979,2.28
2022-10-19,0.027910400244927525,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.14,297.979,2.25
2022-10-20,0.02791845247431075,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.24,297.979,2.24
2022-10-21,0.028053457351763626,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.21,297.979,2.36
2022-10-22,0.028053457351763626,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.21,297.979,2.36
2022-10-23,0.028053457351763626,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.21,297.979,2.36
2022-10-24,0.027621929761642273,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.25,297.979,2.34
2022-10-25,0.02653160904690363,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.1,297.979,2.37
2022-10-26,0.026827011618981163,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.04,297.979,2.33
2022-10-27,0.02684510225938208,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.96,297.979,2.34
2022-10-28,0.026616365654224386,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.02,297.979,2.3
2022-10-29,0.026616365654224386,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.02,297.979,2.3
2022-10-30,0.026616365654224386,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.02,297.979,2.3
2022-10-31,0.026511230694205905,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.1,297.979,2.28
2022-11-01,0.0257607918009207,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.07,298.708,2.22
2022-11-02,0.02494972057242063,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.1,298.708,2.18
2022-11-03,0.025152861627408322,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.14,298.708,2.19
2022-11-04,0.026497579657919153,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.17,298.708,2.22
2022-11-05,0.026497579657919153,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.17,298.708,2.22
2022-11-06,0.026497579657919153,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.17,298.708,2.22
2022-11-07,0.026614223997119622,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.22,298.708,2.22
2022-11-08,0.026625488688854945,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.14,298.708,2.23
2022-11-09,0.02774477639439351,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,4.12,298.708,2.33
2022-11-10,0.033769532552640966,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.82,298.708,2.36
2022-11-11,0.033629940277084616,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.82,298.708,2.36
2022-11-12,0.033629940277084616,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.82,298.708,2.36
2022-11-13,0.033629940277084616,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.82,298.708,2.36
2022-11-14,0.0359196067852371,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.88,298.708,2.27
2022-11-15,0.03337965022124182,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.8,298.708,2.23
2022-11-16,0.033647079637089315,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.67,298.708,2.24
2022-11-17,0.03396774837936821,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.77,298.708,2.18
2022-11-18,0.032687966362957545,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.82,298.708,2.13
2022-11-19,0.032687966362957545,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.82,298.708,2.13
2022-11-20,0.032687966362957545,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.82,298.708,2.13
2022-11-21,0.03280178736224175,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.83,298.708,2.08
2022-11-22,0.03249901055321703,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.76,298.708,2.07
2022-11-23,0.03250010135584787,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.71,298.708,2.02
2022-11-24,0.03250010135584787,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.71,298.708,2.02
2022-11-25,0.03233390090822592,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.68,298.708,2.06
2022-11-26,0.03233390090822592,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.68,298.708,2.06
2022-11-27,0.03233390090822592,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.68,298.708,2.06
2022-11-28,0.03229167560742295,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.69,298.708,2.05
2022-11-29,0.032187091060355034,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.75,298.708,2.06
2022-11-30,0.03216756253939819,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.68,298.708,2.15
2022-12-01,0.031999057419143995,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.53,298.808,2.09
2022-12-02,0.03174906139362039,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.51,298.808,2.03
2022-12-03,0.03174906139362039,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.51,298.808,2.03
2022-12-04,0.03174906139362039,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.51,298.808,2.03
2022-12-05,0.032986703729874424,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.6,298.808,1.99
2022-12-06,0.033067462807884175,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.51,298.808,1.97
2022-12-07,0.03353791167739461,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.42,298.808,1.95
2022-12-08,0.03351625864242583,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.48,298.808,1.91
2022-12-09,0.03348557864880441,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.57,298.808,1.9
2022-12-10,0.03348557864880441,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.57,298.808,1.9
2022-12-11,0.03348557864880441,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.57,298.808,1.9
2022-12-12,0.03341836794609807,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.61,298.808,1.88
2022-12-13,0.03383328115221485,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.51,298.808,1.91
2022-12-14,0.03378325875753086,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.49,298.808,1.95
2022-12-15,0.03447884980628774,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.44,298.808,1.97
2022-12-16,0.03428874509051902,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.48,298.808,1.98
2022-12-17,0.03428874509051902,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.48,298.808,1.98
2022-12-18,0.03428874509051902,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.48,298.808,1.98
2022-12-19,0.03244596113711797,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.57,298.808,1.98
2022-12-20,0.032095754731894396,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.69,298.808,1.99
2022-12-21,0.03269184555500528,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.68,298.808,2.01
2022-12-22,0.03209900861543948,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.67,298.808,1.99
2022-12-23,0.022460907461404615,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.75,298.808,2.0
2022-12-24,0.022460907461404615,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.75,298.808,2.0
2022-12-25,0.022460907461404615,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.75,298.808,2.0
2022-12-26,0.022460907461404615,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.75,298.808,2.0
2022-12-27,0.022348036028238306,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.84,298.808,2.02
2022-12-28,0.020003822493944036,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.88,298.808,2.01
2022-12-29,0.02109281324455059,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.83,298.808,2.01
2022-12-30,0.02092418071211147,10091602000.0,28786605000.0,264285440000.0,206146220000.0,-7176708000.0,-9605548000.0,20363994000.0,-7278757000.0,-102049000.0,-58617575000.0,49567361000.0,3.88,298.808,1.99
2022-12-31,0.02092418071211147,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,298.808,1.99
2023-01-01,0.02092418071211147,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,300.456,1.99
2023-01-02,0.02092418071211147,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,300.456,1.99
2023-01-03,0.020705859197728757,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.79,300.456,2.03
2023-01-04,0.021604909799881875,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.69,300.456,2.07
2023-01-05,0.02167891214381019,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.71,300.456,2.03
2023-01-06,0.021835410829397994,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,2.07
2023-01-07,0.021835410829397994,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,2.07
2023-01-08,0.021835410829397994,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,2.07
2023-01-09,0.022604189673540755,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,300.456,2.02
2023-01-10,0.022687725579828184,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.61,300.456,2.02
2023-01-11,0.023504285242843325,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.54,300.456,1.99
2023-01-12,0.023983471263782273,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.43,300.456,1.97
2023-01-13,0.023536526304478382,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95
2023-01-14,0.023536526304478382,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95
2023-01-15,0.023536526304478382,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95
2023-01-16,0.023536526304478382,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95
2023-01-17,0.023521743849761287,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,300.456,1.91
2023-01-18,0.023571768006186596,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.37,300.456,1.96
2023-01-19,0.0232808239895769,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,300.456,1.99
2023-01-20,0.025036144988819547,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,300.456,1.98
2023-01-21,0.025036144988819547,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,300.456,1.98
2023-01-22,0.025036144988819547,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,300.456,1.98
2023-01-23,0.024061375877921447,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.96
2023-01-24,0.02402909232827987,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.46,300.456,1.94
2023-01-25,0.023965868828332314,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.46,300.456,1.96
2023-01-26,0.02453066732104897,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.91
2023-01-27,0.0239326042674779,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.88
