Date,index,Volatility_30,cash_and_cash_equivalents,net_debt,total_assets,total_liabilities_net_minority_interest,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_flow,investments_in_property_plant_and_equipment,purchase_of_investment,sale_of_investment,10Y Treasury Yield,CPI,BAA Corporate Bond Spread,net_investment,capital_call,capital_call_rolling,distribution,distribution_rolling
1970-01-01 00:18:17,2023-01-02 00:00:00,0.020924193069073803,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,300.456,1.99,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:18,2023-01-03 00:00:00,0.020705871247969014,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.79,300.456,2.03,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:19,2023-01-04 00:00:00,0.021604921505507687,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.69,300.456,2.07,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:20,2023-01-05 00:00:00,0.021678924694310334,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.71,300.456,2.03,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:21,2023-01-06 00:00:00,0.021835425741752932,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,2.07,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:22,2023-01-07 00:00:00,0.021835425741752932,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,2.07,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:23,2023-01-08 00:00:00,0.021835425741752932,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,2.07,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:24,2023-01-09 00:00:00,0.022604205926759643,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,300.456,2.02,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:25,2023-01-10 00:00:00,0.022687738957810177,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.61,300.456,2.02,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:26,2023-01-11 00:00:00,0.023504303942853563,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.54,300.456,1.99,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:27,2023-01-12 00:00:00,0.023983492550982574,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.43,300.456,1.97,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:28,2023-01-13 00:00:00,0.023536548009693285,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:29,2023-01-14 00:00:00,0.023536548009693285,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:30,2023-01-15 00:00:00,0.023536548009693285,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:31,2023-01-16 00:00:00,0.023536548009693285,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.95,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:32,2023-01-17 00:00:00,0.023521766977723284,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,300.456,1.91,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:33,2023-01-18 00:00:00,0.02357179221198167,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.37,300.456,1.96,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:34,2023-01-19 00:00:00,0.02328085864804868,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,300.456,1.99,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:35,2023-01-20 00:00:00,0.025036193819057032,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,300.456,1.98,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:36,2023-01-21 00:00:00,0.025036193819057032,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,300.456,1.98,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:37,2023-01-22 00:00:00,0.025036193819057032,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,300.456,1.98,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:38,2023-01-23 00:00:00,0.024061429627331064,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.96,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:39,2023-01-24 00:00:00,0.024029144828598498,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.46,300.456,1.94,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:40,2023-01-25 00:00:00,0.023965922583122853,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.46,300.456,1.96,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:41,2023-01-26 00:00:00,0.024530723328527626,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.49,300.456,1.91,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:42,2023-01-27 00:00:00,0.023932661573997274,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.88,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:43,2023-01-28 00:00:00,0.023932661573997274,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.88,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:44,2023-01-29 00:00:00,0.023932661573997274,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.88,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:45,2023-01-30 00:00:00,0.024138533072741507,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,1.87,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:46,2023-01-31 00:00:00,0.023121912495169837,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.9,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:47,2023-02-01 00:00:00,0.02281441148898874,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.476,1.91,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:48,2023-02-02 00:00:00,0.022594114207109547,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.4,301.476,1.88,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:49,2023-02-03 00:00:00,0.022971888756161206,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.476,1.83,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:50,2023-02-04 00:00:00,0.022971888756161206,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.476,1.83,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:51,2023-02-05 00:00:00,0.022971888756161206,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.476,1.83,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:52,2023-02-06 00:00:00,0.02305012468353579,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.63,301.476,1.77,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:53,2023-02-07 00:00:00,0.023945666773255585,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.67,301.476,1.78,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:54,2023-02-08 00:00:00,0.024206364059561242,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.63,301.476,1.83,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:55,2023-02-09 00:00:00,0.023837476015734594,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.67,301.476,1.84,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:56,2023-02-10 00:00:00,0.023449066475627205,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.74,301.476,1.85,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:57,2023-02-11 00:00:00,0.023449066475627205,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.74,301.476,1.85,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:58,2023-02-12 00:00:00,0.023449066475627205,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.74,301.476,1.85,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:18:59,2023-02-13 00:00:00,0.023044893844563815,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.72,301.476,1.84,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:00,2023-02-14 00:00:00,0.02308285386585288,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.77,301.476,1.81,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:01,2023-02-15 00:00:00,0.023084784912117216,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.81,301.476,1.82,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:02,2023-02-16 00:00:00,0.023247364352284024,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.86,301.476,1.84,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:03,2023-02-17 00:00:00,0.023041958964356006,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:04,2023-02-18 00:00:00,0.023041958964356006,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:05,2023-02-19 00:00:00,0.023041958964356006,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:06,2023-02-20 00:00:00,0.023041958964356006,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:07,2023-02-21 00:00:00,0.023705506490620237,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.87,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:08,2023-02-22 00:00:00,0.02326974766320397,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.93,301.476,1.85,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:09,2023-02-23 00:00:00,0.023251122541078716,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,301.476,1.86,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:10,2023-02-24 00:00:00,0.022370791278453362,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.86,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:11,2023-02-25 00:00:00,0.022370791278453362,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.86,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:12,2023-02-26 00:00:00,0.022370791278453362,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.86,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:13,2023-02-27 00:00:00,0.02192351332345186,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.92,301.476,1.87,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:14,2023-02-28 00:00:00,0.022001548901452218,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.92,301.476,1.9,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:15,2023-03-01 00:00:00,0.021977211727451398,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.01,301.643,1.84,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:16,2023-03-02 00:00:00,0.021886236496681064,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.08,301.643,1.82,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:17,2023-03-03 00:00:00,0.02003730653255833,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:18,2023-03-04 00:00:00,0.02003730653255833,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:19,2023-03-05 00:00:00,0.02003730653255833,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:20,2023-03-06 00:00:00,0.017794917334873896,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.98,301.643,1.79,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:21,2023-03-07 00:00:00,0.01820401030628777,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:22,2023-03-08 00:00:00,0.0184050321763009,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.98,301.643,1.79,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:23,2023-03-09 00:00:00,0.02031629020694672,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.93,301.643,1.85,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:24,2023-03-10 00:00:00,0.023831475060788723,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.7,301.643,1.96,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:25,2023-03-11 00:00:00,0.023831475060788723,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.7,301.643,1.96,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:26,2023-03-12 00:00:00,0.023831475060788723,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.7,301.643,1.96,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:27,2023-03-13 00:00:00,0.02383400848945479,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,301.643,2.14,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:28,2023-03-14 00:00:00,0.02402761785372836,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.64,301.643,2.11,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:29,2023-03-15 00:00:00,0.023690072596056072,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.51,301.643,2.22,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:30,2023-03-16 00:00:00,0.023236120849029256,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.56,301.643,2.16,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:31,2023-03-17 00:00:00,0.023184579880514766,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.643,2.21,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:32,2023-03-18 00:00:00,0.023184579880514766,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.643,2.21,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:33,2023-03-19 00:00:00,0.023184579880514766,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.643,2.21,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:34,2023-03-20 00:00:00,0.02317319404027958,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.47,301.643,2.19,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:35,2023-03-21 00:00:00,0.02506717100611913,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.59,301.643,2.11,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:36,2023-03-22 00:00:00,0.022880700354494656,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,301.643,2.16,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:37,2023-03-23 00:00:00,0.022904767630880514,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.26,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:38,2023-03-24 00:00:00,0.0229090305562173,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.24,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:39,2023-03-25 00:00:00,0.0229090305562173,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.24,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:40,2023-03-26 00:00:00,0.0229090305562173,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.24,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:41,2023-03-27 00:00:00,0.022946598298008936,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.643,2.19,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:42,2023-03-28 00:00:00,0.02252549293877562,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,301.643,2.19,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:43,2023-03-29 00:00:00,0.022820800703306214,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.57,301.643,2.15,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:44,2023-03-30 00:00:00,0.02280979564959813,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,301.643,2.11,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:45,2023-03-31 00:00:00,0.02311557432903539,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,301.643,2.11,-82547581000.0,0.0,0.0,0.0,0.0
1970-01-01 00:19:46,2023-04-01 00:00:00,0.02311557432903539,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,302.858,2.11,-82547581000.0,0.0,0.0,0.0,0.0
